كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637961,برادران,شنبه از 13:30 تا 15:00,سيدابوالقاسم صدري,,25,,1404/03/04 از 08:00 تا 10:00,163 - شيراز-ورزشی پیروانی سالن ب,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637912,خواهران,يكشنبه از 15:00 تا 16:30,محدثه بسیجی,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز- ورزشی توانا سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637911,خواهران,يكشنبه از 13:30 تا 15:00,محدثه بسیجی,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز- ورزشی توانا سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637916,خواهران,يكشنبه از 15:00 تا 16:30,نيلوفر سخنداني,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز-ورزشی پیروانی سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637915,خواهران,يكشنبه از 13:30 تا 15:00,نيلوفر سخنداني,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز-ورزشی پیروانی سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637913,خواهران,يكشنبه از 12:00 تا 13:30,نيلوفر سخنداني,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز-ورزشی پیروانی سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99079,تربیت بدنی,نظري_عملي,0.5,0.5,1637914,خواهران,يكشنبه از 10:30 تا 12:00,نيلوفر سخنداني,,31,,1404/03/03 از 08:00 تا 10:00,163 - شيراز-ورزشی پیروانی سالن الف,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075557,خواهران,دوشنبه از 16:45 تا 18:30,زهرا قاسمی,,45,,1404/03/20 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075558,خواهران,دوشنبه از 15:00 تا 16:45,زهرا قاسمی,,40,,1404/03/20 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90755,انقلاب اسلامی ایران,نظري,2,0,1639075556,خواهران,دوشنبه از 13:15 تا 15:00,زهرا قاسمی,,45,,1404/03/20 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904136,خواهران- اخوان صفایی, يكشنبه از 11:00 تا 11:45 يكشنبه از از 12:15 تا 13:15  يك,عبدالعلی تجرد,,45,,1404/03/27 از 17:00 تا 18:30,دانشکده مهندسی دو-107,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90046,آشنایی با قانون اساسی جمهوری اسلامی ایران,نظري,2,0,1639004609,خواهران, پنج شنبه از 11:00 تا 11:45 پنج شنبه از از 12:15 تا 13:15  پنج,فاطمه باقری,,45,,1404/03/20 از 17:00 تا 18:30,دانشکده مهندسی دو-119,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238139,خواهران,پنج شنبه از 09:15 تا 11:00,فاطمه باقری,,42,,1404/03/26 از 17:00 تا 18:30,دانشکده مهندسی دو-119,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238138,خواهران,پنج شنبه از 07:30 تا 09:15,فاطمه باقری,,45,,1404/03/26 از 17:00 تا 18:30,دانشکده مهندسی دو-119,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076345,برادران,يكشنبه از 13:15 تا 15:00,سیدمحمدحسین معزی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-216,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
5809125447,دستورزبان فارسی 2,نظري,2,0,16370,,يكشنبه از 12:30 تا 14:00,محمد دری,,20,,1404/03/22 از 06:00 تا 10:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي زبان و ادبيات فارسي(7116353),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907357,خواهران- استاد عبدی-,سه شنبه از 16:45 تا 18:30,الهام قطعی,,50,,1404/03/29 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907356,خواهران- استاد عبدی,سه شنبه از 15:00 تا 16:45,الهام قطعی,,50,,1404/03/29 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907355,خواهران- استاد عبدی,پنج شنبه از 16:45 تا 18:30,مرضیه امیدی,,50,,1404/03/29 از 17:00 تا 18:30,دانشکده مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907354,خواهران- استاد عبدی,پنج شنبه از 15:00 تا 16:45,مرضیه امیدی,,50,,1404/03/29 از 17:00 تا 18:30,دانشکده مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904135,خواهران- استاد اخوان صفایی,يكشنبه از 16:45 تا 18:30,اصغر زرنگار,,30,,1404/03/27 از 17:00 تا 18:30,دانشکده مهندسی دو-107,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904134,خواهران,چهارشنبه از 16:45 تا 18:30,اصغر زرنگار,,45,,1404/03/27 از 17:00 تا 18:30,دانشکده مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904133,خواهران- استاد اخوان صفایی-,سه شنبه از 16:45 تا 18:30,عبدالعلی تجرد,,45,,1404/03/27 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904132,خواهران- استاد اخوان صفایی,سه شنبه از 15:00 تا 16:45,عبدالعلی تجرد,,40,,1404/03/27 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904131,خواهران- استاد اخوان صفایی,سه شنبه از 13:15 تا 15:00,عبدالعلی تجرد,,45,,1404/03/27 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896134,خواهران- موسوی زاده,سه شنبه از 16:45 تا 18:30,نرجس نصرالهی,,45,,1404/03/28 از 17:00 تا 18:30,دانشکده مهندسی دو-19,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896133,خواهران- استاد موسوی زاده,سه شنبه از 15:00 تا 16:45,نرجس نصرالهی,,45,,1404/03/28 از 17:00 تا 18:30,دانشکده مهندسی دو-19,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896132,خواهران-استاد موسوی زاده,سه شنبه از 13:15 تا 15:00,جعفر فتحی زاده,,45,,1404/03/28 از 17:00 تا 18:30,دانشکده مهندسی دو-19,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076344,خواهران,چهارشنبه از 13:15 تا 15:00,سیدمحمدحسین معزی,,44,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,1.631E+019,,دوشنبه از 07:30 تا 10:15,پیوند بالانی,,40,,1404/03/29 از 09:00 تا 10:00,دانشکده مهندسی دو-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,1.631E+019,,شنبه از 10:15 تا 12:45,نجمه دانائیان,,42,,1404/03/29 از 09:00 تا 10:00,دانشکده مهندسی دو-304,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,1.631E+019,,شنبه از 07:30 تا 10:15,نجمه دانائیان,,40,,1404/03/29 از 09:00 تا 10:00,دانشکده مهندسی دو-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061037,خواهران- استاد مرشدی, شنبه از 11:00 تا 11:45 شنبه از از 12:15 تا 13:15,سیده فاطمه موسوی,,40,,1404/03/21 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639861036,خواهران- استاد مرشدی,شنبه از 09:15 تا 11:00,سیده فاطمه موسوی,,45,,1404/03/21 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061035,خواهران- استاد مرشدی,شنبه از 07:30 تا 09:15,سیده فاطمه موسوی,,45,,1404/03/21 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884133,خواهران- استاد مرشدی, پنج شنبه از 11:00 تا 11:45 پنج شنبه از از 12:15 تا 13:15  پنج,سیده فاطمه موسوی,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884132,خواهران- استاد مرشدی,پنج شنبه از 09:15 تا 11:00,سیده فاطمه موسوی,,35,,1404/03/25 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884131,خواهران- استاد مرشدی,پنج شنبه از 07:30 تا 09:15,سیده فاطمه موسوی,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98841,اندیشه اسلامی 2‌ (نبوت و امامت),نظري,2,0,1639884130,خواهران - استاد مرشدی,پنج شنبه از 13:15 تا 15:00,آي سودا هاشم پور,,30,,1404/03/21 از 17:00 تا 18:30,دانشکده مهندسی یک-110,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061034,خواهران- استاد مرشدی,شنبه از 13:15 تا 15:00,سیده فاطمه موسوی,,42,,1404/03/21 از 17:00 تا 18:30,دانشکده مهندسی یک-110,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16366,, دوشنبه از 10:15 تا 11:45 دوشنبه از از 12:15 تا 13:15  دو,پیوند بالانی,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی دو-110,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99092,زبان انگلیسی عمومی-ترکیبی(3),نظري,1,0,4032,,چهارشنبه از 16:00 تا 17:30,زهرا زارع,,200,,1404/04/02 از 10:00 تا 12:00,,كارشناسي پيوسته,ارائه ترکیبی در واحد منتخب,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1639088157,برادران,سه شنبه از 16:45 تا 18:30,امیرعلی بنی احمد,,55,,1404/03/19 از 17:00 تا 18:30,دانشکده مهندسی یک-217,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1639088156,برادران,سه شنبه از 15:00 تا 16:45,امیرعلی بنی احمد,,55,,1404/03/19 از 17:00 تا 18:30,دانشکده مهندسی یک-217,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1639088155,خواهران,سه شنبه از 13:15 تا 15:00,امیرعلی بنی احمد,,55,,1404/03/19 از 17:00 تا 18:30,دانشکده مهندسی یک-217,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90881,آشنایی با دفاع مقدس,نظري,2,0,1639088154,برادران,چهارشنبه از 16:45 تا 18:30,امیرعلی بنی احمد,,30,,1404/03/19 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000004954,مبانی کامپیوتر و برنامه نویسی پیش,نظري,2,0,16360,مخصصوص دانشجویان تربیت بدنی,دوشنبه از 15:00 تا 16:30,امین اسکندری,,20,,1404/03/27 از 10:00 تا 12:00,,کاردانی در رشته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي تربيت بدني (علوم ورزشي)(7116343),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163330905,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000031536,ریاضیات گسسته,نظري,3,0,163330981,,0,,,50,,1404/03/22 از 13:30 تا 15:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163330904,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163330903,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163330902,,0,,,57,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628107851,آمار و احتمال مهندسی,نظري,3,0,163330901,,0,,,57,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330920,,0,امین طوسی,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330919,,0,امین اسکندری,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330918,,0,امین طوسی,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330917,,0,امین اسکندری,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330916,,0,امین طوسی,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330915,,0,امین اسکندری,,0,,1404/03/23 از 12:00 تا 13:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330914,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330913,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330912,,0,,,50,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55005,آمار و احتمال (پیش نیاز دانشگاهی),نظري,2,0,163330911,,0,,,57,,1404/03/28 از 10:30 تا 12:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628150360,معادلات دیفرانسیل,نظري,3,0,1633308520,,0,امین اسکندری,,0,,1404/03/17 از 15:00 تا 16:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628165140,ریاضی عمومی 1,نظري,3,0,1633308616,,0,امین طوسی,,0,,1404/03/23 از 10:00 تا 10:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,1633308215,,0,,,50,,1404/03/19 از 10:00 تا 12:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,1633308214,,0,,,50,,1404/03/19 از 10:00 تا 12:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,1633308213,,0,,,50,,1404/03/19 از 10:00 تا 12:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628165140,ریاضی عمومی 1,نظري,3,0,1633308617,,0,امین اسکندری,,0,,1404/03/23 از 10:00 تا 10:30,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,1633308212,,0,,,50,,1404/03/19 از 10:00 تا 12:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,1633308211,,0,,,50,,1404/03/19 از 10:00 تا 12:00,,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
