كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061001,خواهران,شنبه از 13:15 تا 15:00,سمیه امیری,,45,,1404/03/21 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-5,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892306,خواهران,يكشنبه از 09:15 تا 11:00,علی نیکویی,,45,,1404/03/28 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892304,برادران,شنبه از 09:15 تا 11:00,علی نیکویی,,45,,1404/03/28 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90613,انسان در اسلام,نظري,2,0,1639061303,برادران,يكشنبه از 09:15 تا 11:00,اسداله مصطفی پور,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90613,انسان در اسلام,نظري,2,0,1639061304,برادران,يكشنبه از 07:30 تا 09:15,اسداله مصطفی پور,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90613,انسان در اسلام,نظري,2,0,1639061301,خواهران, چهارشنبه از 11:00 تا 11:45 چهارشنبه از از 12:15 تا 13:15 ,خسرو مرادی کهواده,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90613,انسان در اسلام,نظري,2,0,1639016302,برادران,چهارشنبه از 09:15 تا 11:00,خسرو مرادی کهواده,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90613,انسان در اسلام,نظري,2,0,1639061300,خواهران,چهارشنبه از 07:30 تا 09:15,خسرو مرادی کهواده,,45,,1404/03/25 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811001,,شنبه از 07:30 تا 09:15,زهرا معینی,,35,,1404/03/18 از 17:00 تا 18:00,دانشکده علوم انسانی-317,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012806,خواهران - ویژه دانشجویان علوم تربیتی,چهارشنبه از 09:15 تا 11:00,سیده فاطمه موسوی,,0,,1404/03/24 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012805,خواهران, سه شنبه از 11:00 تا 11:45 سه شنبه از از 12:15 تا 13:15    ,سیده فاطمه موسوی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012804,خواهران,سه شنبه از 09:15 تا 11:00,سیده فاطمه موسوی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012803,خواهران,سه شنبه از 07:30 تا 09:15,سیده فاطمه موسوی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012802,برادران,پنج شنبه از 16:45 تا 18:30,سید خداکرم فلاحی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012801,برادران,پنج شنبه از 15:00 تا 16:45,سید خداکرم فلاحی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90128,دانش خانواده و جمعیت,نظري,2,0,1639012800,برادران,پنج شنبه از 13:15 تا 15:00,سید خداکرم فلاحی,,45,,1404/03/24 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076340,خواهران, پنج شنبه از 11:00 تا 11:45 پنج شنبه از از 12:15 تا 13:15,سید خداکرم فلاحی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076339,خواهران,پنج شنبه از 09:15 تا 11:00,سید خداکرم فلاحی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076338,برادران,پنج شنبه از 07:30 تا 09:15,سید خداکرم فلاحی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076333,خواهران -ویژه دانشجویان علوم تربیتی,چهارشنبه از 07:30 تا 09:15,سیده فاطمه موسوی,,0,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076332,خواهران, يكشنبه از 11:00 تا 11:45 يكشنبه از از 12:15 تا 13:15 ,سیده فاطمه موسوی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076331,خواهران,يكشنبه از 09:15 تا 11:00,سیده فاطمه موسوی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076330,خواهران,يكشنبه از 07:30 تا 09:15,سیده فاطمه موسوی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076329,برادران,دوشنبه از 09:15 تا 11:00,محمدعلی کوثری,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076328,خواهران,دوشنبه از 07:30 تا 09:15,محمدعلی کوثری,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076326,برادران,شنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076325,خواهران,شنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076327,برادران,يكشنبه از 16:45 تا 18:30,سیدمحمدحسین معزی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076324,برادران,يكشنبه از 15:00 تا 16:45,سیدمحمدحسین معزی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-319,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076323,خواهران,سه شنبه از 13:15 تا 15:00,نرجس نصرالهی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-115,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076322,خواهران گروه حسابداری, سه شنبه از 11:00 تا 11:45 سه شنبه از از 12:15 تا 13:15 ,نرجس نصرالهی,,0,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-115,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076321,خواهران,سه شنبه از 09:15 تا 11:00,نرجس نصرالهی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-115,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076320,خواهران,سه شنبه از 07:30 تا 09:15,نرجس نصرالهی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی یک-115,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076319,خواهران,چهارشنبه از 07:30 تا 09:15,نرجس نصرالهی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-109,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076318,خواهران - رمضان پور,دوشنبه از 16:45 تا 18:30,لیلا اسدی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-110,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076317,خواهران- رمضان پور,دوشنبه از 15:00 تا 16:45,لیلا اسدی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-110,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076316,خواهران - رمضان پور,دوشنبه از 13:15 تا 15:00,لیلا اسدی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-110,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076315,برادران,پنج شنبه از 13:15 تا 15:00,احمد جعفري,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076314,برادران, پنج شنبه از 11:15 تا 11:45 پنج شنبه از از 12:15 تا 13:15 ,احمد جعفري,,30,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076313,خواهران,يكشنبه از 09:15 تا 11:00,لیلا اسدی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076312,خواهران,يكشنبه از 07:30 تا 09:15,لیلا اسدی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-6,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076311,برادران,چهارشنبه از 16:45 تا 18:30,سید مسعود زبرجد,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076310,خواهران,چهارشنبه از 15:00 تا 16:45,سید مسعود زبرجد,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076309,برادران,چهارشنبه از 13:15 تا 15:00,سید مسعود زبرجد,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده علوم انسانی-105,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076308,برادران, دوشنبه از 11:00 تا 11:45 دوشنبه از از 12:15 تا 13:15 ,عبدالحمید فرزانه,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-5,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076307,خواهران,دوشنبه از 09:15 تا 11:00,عبدالحمید فرزانه,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-5,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076306,برادران,يكشنبه از 13:15 تا 15:00,علی نیکویی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076305,برادران, يكشنبه از 11:00 تا 11:45 يكشنبه از از 12:15 تا 13:15 ,علی نیکویی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076304,خواهران,شنبه از 13:15 تا 15:00,علی نیکویی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076303,برادران, شنبه از 11:00 تا 11:45 شنبه از از 12:15 تا 13:15 ,علی نیکویی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076302,خواهران, دوشنبه از 11:00 تا 11:45 دوشنبه از از 12:15 تا 13:15  ,محمد جواد رحمانی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده اقتصاد ومدیریت-7,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076301,برادران,سه شنبه از 09:15 تا 11:00,محمد جواد رحمانی,,45,,1404/03/23 از 17:00 تا 18:30,دانشکده مهندسی دو-109,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16330,,دوشنبه از 15:45 تا 18:30,امير خسرو شجاعي,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16329,,چهارشنبه از 15:45 تا 18:30,شهرناز نجاتي,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16328,,چهارشنبه از 13:15 تا 15:45,شهرناز نجاتي,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16327,,دوشنبه از 15:45 تا 18:30,فريده مرعشي,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی دو-18,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16326,, شنبه از 11:00 تا 11:45 شنبه از از 12:15 تا 13:15,پیوند بالانی,,50,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16324,,شنبه از 09:15 تا 11:00,پیوند بالانی,,52,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16325,,يكشنبه از 13:15 تا 15:45,زینت نوروز نژاد فرد,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16323,,دوشنبه از 13:15 تا 15:45,پیوند بالانی,,40,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی یک-304,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16321,,چهارشنبه از 15:45 تا 18:30,فرود کشاورز,,50,,1404/03/22 از 15:30 تا 17:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16320,, چهارشنبه از 11:00 تا 11:45 چهارشنبه از از 12:15 تا 13:15  چها,فرود کشاورز,,50,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16319,,چهارشنبه از 09:15 تا 11:00,فرود کشاورز,,50,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16318,, سه شنبه از 11:00 تا 11:45 سه شنبه از از 12:15 تا 13:15  س,مريم ايزدي,,50,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی دو-18,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16317,,سه شنبه از 07:30 تا 10:15,مريم ايزدي,,50,,1404/03/22 از 13:30 تا 15:30,دانشکده مهندسی دو-18,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16316,,سه شنبه از 15:45 تا 18:30,میثم زارعی,,50,,1404/03/22 از 13:30 تا 15:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16315,,سه شنبه از 13:15 تا 15:45,میثم زارعی,,50,,1404/03/22 از 13:30 تا 15:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90029,فارسی,نظري,3,0,16314,, سه شنبه از 10:15 تا 11:45 سه شنبه از از 12:15 تا 13:15  س,میثم زارعی,,50,,1404/03/22 از 13:30 تا 15:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55006,زبان فارسی (پیش نیاز دانشگاهی),نظري,2,0,16313,,دوشنبه از 16:45 تا 18:00,میثم زارعی,,50,,1404/03/29 از 15:30 تا 17:30,دانشکده مهندسی دو-209,كارشناسي پيوسته,آموزش الکترونیکی,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
