,,كد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,كد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مكان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
,82,7000031529,معادلات دیفرانسیل,نظري,3,0,163543318,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,83,4628150360,معادلات دیفرانسیل,نظري,3,0,163543317,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,84,4628150360,معادلات دیفرانسیل,نظري,3,0,163543316,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,85,4628150360,معادلات دیفرانسیل,نظري,3,0,163543315,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,86,7000031528,ریاضی عمومی 2,نظري,3,0,163543314,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,87,7000031528,ریاضی عمومی 2,نظري,3,0,163543313,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,88,7000031528,ریاضی عمومی 2,نظري,3,0,163543312,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,89,4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,163543311,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,90,4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,163543310,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,91,4628129685,ریاضی‌ عمومی‌ 2,نظري,3,0,163543309,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,92,7000031527,ریاضی عمومی 1,نظري,3,0,163543308,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,93,7000031527,ریاضی عمومی 1,نظري,3,0,163543307,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,94,7000031527,ریاضی عمومی 1,نظري,3,0,163543306,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,95,4628165140,ریاضی عمومی 1,نظري,3,0,163543305,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,96,4628165140,ریاضی عمومی 1,نظري,3,0,163543304,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,97,4628165140,ریاضی عمومی 1,نظري,3,0,163543303,,,,,0,,1404/06/01 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي رياضيات و علوم کامپيوتر(7116314),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,98,4628141492,فیزیک 2,نظري,3,0,163543302,,,,,40,,1404/05/25 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي فيزيک(7116358),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,99,4628141460,فیزیک 1,نظري,3,0,163543301,,,,,40,,1404/05/25 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي فيزيک(7116358),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,100,90755,انقلاب اسلامی ایران,نظري,2,0,1639075510,خواهران,يكشنبه از 12:30 تا 17:30,مصطفی بخرد,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-114,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,101,90755,انقلاب اسلامی ایران,نظري,2,0,1639075509,برادران,يكشنبه از 07:15 تا 12:15,مصطفی بخرد,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-114,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,102,90755,انقلاب اسلامی ایران,نظري,2,0,1639075508,برادران,شنبه از 12:30 تا 17:30,مصطفی بخرد,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-114,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,103,90755,انقلاب اسلامی ایران,نظري,2,0,1639075507,خواهران,شنبه از 07:15 تا 12:15,مصطفی بخرد,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-114,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,104,90755,انقلاب اسلامی ایران,نظري,2,0,1639075506,خواهران,يكشنبه از 12:30 تا 17:30,غلامحسین زارع,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-111,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,105,90755,انقلاب اسلامی ایران,نظري,2,0,1639075505,برادران,يكشنبه از 07:15 تا 12:15,غلامحسین زارع,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-111,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,106,90755,انقلاب اسلامی ایران,نظري,2,0,1639075504,برادران,شنبه از 12:30 تا 17:30,غلامحسین زارع,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-111,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,107,90755,انقلاب اسلامی ایران,نظري,2,0,1639075503,خواهران,شنبه از 07:15 تا 12:15,غلامحسین زارع,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-111,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,108,99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904102,برادران,يكشنبه از 07:15 تا 12:15,عبدالعلی تجرد,,40,,1404/05/29 از 14:30 تا 15:30,دانشکده علوم انسانی-113,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,109,99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904101,خواهران,شنبه از 07:15 تا 12:15,عبدالعلی تجرد,,40,,1404/05/29 از 14:30 تا 15:30,دانشکده علوم انسانی-113,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,110,90755,انقلاب اسلامی ایران,نظري,2,0,1639075502,خواهران,شنبه از 12:30 تا 17:30,زهرا قاسمی,,45,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-103,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,111,99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907304,خواهران,يكشنبه از 12:30 تا 17:30,ژاله سلطانی سروستانی,,45,,1404/05/25 از 13:00 تا 14:00,دانشکده علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,112,99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907303,خواهران,يكشنبه از 07:15 تا 12:15,ژاله سلطانی سروستانی,,45,,1404/05/25 از 13:00 تا 14:00,دانشکده علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,113,99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907302,خواهران,شنبه از 12:30 تا 17:30,ژاله سلطانی سروستانی,,45,,1404/05/25 از 13:00 تا 14:00,دانشکده علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,114,99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907301,خواهران,شنبه از 07:15 تا 12:15,ژاله سلطانی سروستانی,,45,,1404/05/25 از 13:00 تا 14:00,دانشکده علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,115,90763,تفسیر موضوعی قرآن,نظري,2,0,1639076306,برادران,شنبه از 12:30 تا 17:30,صدراله جمشیدی,,45,,1404/05/28 از 14:30 تا 15:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,116,90763,تفسیر موضوعی قرآن,نظري,2,0,1639076305,خواهران,شنبه از 07:15 تا 12:15,صدراله جمشیدی,,45,,1404/05/28 از 14:30 تا 15:30,دانشکده علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,117,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,1639088116,,,الهام خوشاب,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,118,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,1639088115,,,الهام خوشاب,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,119,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,1639088114,,,الهام خوشاب,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,120,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,1639088113,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,121,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,1639088112,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,122,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,1639088111,,,سید محمد حجی خراسانی.,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,123,5865156371,کاراموزی 1,كارآموزي,0,1,1639088110,,,سید محمد حجی خراسانی.,,10,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,124,5865156433,کارآموزی 2,كارآموزي,0,1,1639088107,,,سید محمد حجی خراسانی.,,10,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,125,5865156433,کارآموزی 2,كارآموزي,0,1,1639088105,,,الهام خوشاب,,10,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي نساجي(7116335),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,126,90763,تفسیر موضوعی قرآن,نظري,2,0,1639076302,برادران,يكشنبه از 07:15 تا 12:15,عليرضا علي زاده,,35,,1404/05/28 از 14:30 تا 15:30,دانشکده علوم انسانی-10,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,127,90755,انقلاب اسلامی ایران,نظري,2,0,1639075501,خواهران,يكشنبه از 12:30 تا 17:30,محمد آزاد,,35,,1404/05/26 از 14:30 تا 15:30,دانشکده علوم انسانی-206,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,128,99083,انس با قرآن کریم,نظري,1,0,163811010,,چهارشنبه از 12:30 تا 17:30,فاطمه علی زاده,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,129,90763,تفسیر موضوعی قرآن,نظري,2,0,1639076301,برادران,يكشنبه از 07:15 تا 12:15,عبدالحمید فرزانه,,35,,1404/05/28 از 14:30 تا 15:30,دانشکده علوم انسانی-9,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,130,99083,انس با قرآن کریم,نظري,1,0,163811009,,شنبه از 12:30 تا 17:30,فاطمه علی زاده,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,131,99083,انس با قرآن کریم,نظري,1,0,163811008,,سه شنبه از 12:30 تا 17:30,عبدالحمید غریب نواز,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,132,99083,انس با قرآن کریم,نظري,1,0,163811005,,سه شنبه از 07:15 تا 12:15,عبدالحمید غریب نواز,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,133,99083,انس با قرآن کریم,نظري,1,0,163811004,,دوشنبه از 12:30 تا 17:30,عبدالحمید غریب نواز,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,134,99083,انس با قرآن کریم,نظري,1,0,163811003,,دوشنبه از 07:15 تا 12:15,عبدالحمید غریب نواز,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,135,99083,انس با قرآن کریم,نظري,1,0,163811002,,دوشنبه از 12:30 تا 17:30,ژاله سلطانی سروستانی,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,136,99083,انس با قرآن کریم,نظري,1,0,163811001,,دوشنبه از 07:15 تا 12:15,ژاله سلطانی سروستانی,,26,,1404/05/26 از 13:00 تا 14:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,137,4628156372,کارآموزی,كارآموزي,0,1,40340,,,امین اسکندری,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,138,4628156372,کارآموزی,كارآموزي,0,1,403339,,,امین طوسی,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,139,4628183688,پروژه نرم افزار,عملي,0,3,403338,,,امین اسکندری,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,140,4628183688,پروژه نرم افزار,عملي,0,3,403337,,,امین طوسی,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,141,4628114947,پروژه فناوری اطلاعات,عملي,0,3,403336,,,امین اسکندری,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,142,4628114947,پروژه فناوری اطلاعات,عملي,0,3,403335,,,امین طوسی,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,143,7000035096,کارآموزی,عملي,0,2,403334,,,امین اسکندری,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,144,7000035096,کارآموزی,عملي,0,2,403333,,,امین طوسی,,200,,,,كارشناسي پيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,145,90180,زبان خارجی,نظري,3,0,403334,,چهارشنبه از 12:30 تا 17:00,محمدجواد بهمئي,,100,,1404/05/27 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,146,90180,زبان خارجی,نظري,3,0,403332,,سه شنبه از 07:30 تا 12:00,محمدجواد بهمئي,,100,,1404/05/27 از 10:00 تا 12:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,147,55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,403331,,چهارشنبه از 07:15 تا 12:15,نسيم نجارباشي,,100,,1404/05/27 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,148,55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,403330,,سه شنبه از 07:15 تا 12:15,نسيم نجارباشي,,100,,1404/05/27 از 08:00 تا 10:00,,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,149,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,200-5,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,150,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,200-4,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,151,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,200-3,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,152,6004156372,کارآموزی,كارآموزي,0,2,200-2,,,زهره رئیسی,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,153,7000002726,پروژه مالی,عملي,0,1,200-1,,,زهره رئیسی,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي حسابداري(7116312),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,154,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,300-5,,,محمد امیر شرافتی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي عمران(7116322),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,155,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,300-4,,,محمد امیر شرافتی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي عمران(7116322),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,156,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,300-3,,,محمد امیر شرافتی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي عمران(7116322),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,157,5903156372,کارآموزی,كارآموزي,0,2,300-2,,,محمد امیر شرافتی,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي عمران(7116322),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,158,5903114691,پروزه,عملي,0,1,300-1,,,محمد امیر شرافتی,,50,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي عمران(7116322),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,159,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,100-4,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,160,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,100-3,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,161,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,100-2,,,زهره رئیسی,,100,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,162,1164156372,کارآموزی,كارآموزي,0,2,100-1,,,زهره رئیسی,,40,,,,کاردانی پیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي مديريت(7116311),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,163,2205183291,کارآموزی مشاهده کودک,كارآموزي,0,2,163811719,,,امیر محسنی آهویی,,20,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,164,100002,کارآموزی طرح پویش (3) کاردانی و کارشناسی,طرح پویش,0,2,163811717,,,امیر محسنی آهویی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,165,100001,کارآموزی طرح پویش (2) کاردانی و کارشناسی,طرح پویش,0,2,163811716,,,امیر محسنی آهویی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
,166,100000,کارآموزی طرح پویش (1) کاردانی و کارشناسی,طرح پویش,0,2,163811715,,,امیر محسنی آهویی,,50,,,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي علوم تربيتي(7116321),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
